hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,60,2017,June,28,1,1,8,1,1.0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,102.16,0,2,Check-Out,2017-05-21
Resort Hotel,1,63,2017,November,46,14,3,9,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,Refundable,39.0,,0,Transient-Party,82.02,0,0,Canceled,2016-01-31
City Hotel,1,40,2016,March,45,27,2,9,2,1.0,0,Undefined,FRA,Online TA,Corporate,0,0,0,E,E,0,No Deposit,26.0,,0,Transient,69.81,0,0,Canceled,2016-05-02
City Hotel,0,35,2016,April,15,26,0,7,1,0.0,0,BB,IRL,Online TA,Direct,0,0,0,D,D,1,No Deposit,12.0,,0,Transient,51.34,0,1,Check-Out,2016-05-23
City Hotel,0,80,2017,May,6,7,3,6,1,0.0,0,BB,GBR,Direct,TA/TO,0,1,0,D,D,0,No Deposit,25.0,,0,Transient-Party,91.55,0,0,Check-Out,2017-10-01
City Hotel,0,159,2016,June,15,14,3,6,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient,96.73,0,1,Check-Out,2016-04-09
Resort Hotel,0,111,2016,August,13,25,0,6,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,28.0,,0,Transient,100.28,1,0,Check-Out,2016-06-23
City Hotel,0,16,2017,March,47,27,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,16.0,108.0,0,Group,199.13,0,2,Check-Out,2017-05-06
Resort Hotel,0,178,2016,September,1,10,2,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,B,B,1,No Deposit,26.0,,0,Transient,161.88,0,0,Check-Out,2016-06-20
Resort Hotel,0,99,2015,January,44,23,2,1,2,1.0,0,BB,PRT,Direct,TA/TO,0,0,0,C,C,0,Non Refund,4.0,,0,Transient,103.68,0,0,Check-Out,2016-08-07
City Hotel,0,173,2017,April,35,24,0,4,2,0.0,0,SC,GBR,Online TA,Direct,0,0,0,A,A,2,No Deposit,38.0,,0,Transient-Party,81.31,0,0,Check-Out,2016-07-20
City Hotel,1,34,2016,August,6,5,0,3,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,33.0,,0,Transient,36.07,0,1,Canceled,2017-08-08
Resort Hotel,1,178,2015,April,36,1,3,7,2,0.0,0,SC,CN,Corporate,TA/TO,0,0,0,C,C,0,No Deposit,37.0,,0,Transient-Party,111.41,0,0,Canceled,2017-08-16
City Hotel,0,18,2016,June,31,2,3,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,1,A,A,0,No Deposit,11.0,,0,Transient,144.15,0,0,Check-Out,2016-07-19
City Hotel,0,129,2017,August,1,5,2,2,2,0.0,0,Undefined,FRA,Direct,Direct,0,0,0,A,A,0,Non Refund,10.0,,174,Transient,158.42,0,0,Check-Out,2016-03-10
Resort Hotel,0,49,2016,March,12,21,2,8,2,0.0,0,BB,CN,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,74.41,0,5,Check-Out,2017-03-28
Resort Hotel,0,0,2016,December,19,11,2,4,2,0.0,0,BB,NLD,Offline TA/TO,Direct,0,0,0,E,E,0,No Deposit,16.0,,0,Transient,38.55,0,2,Check-Out,2016-10-25
City Hotel,1,214,2015,November,12,20,1,7,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,9.0,,0,Transient,99.93,0,0,Canceled,2016-09-21
City Hotel,0,182,2017,December,31,3,2,8,2,1.0,0,SC,ESP,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,33.0,,0,Transient,121.19,0,1,Check-Out,2017-07-05
City Hotel,0,18,2017,June,33,17,1,8,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient,84.67,0,2,Check-Out,2017-02-09
Resort Hotel,0,29,2016,May,9,21,0,3,2,0.0,0,SC,DEU,Direct,TA/TO,0,0,1,A,A,0,No Deposit,2.0,,0,Transient-Party,120.79,0,1,Check-Out,2016-01-26
City Hotel,1,115,2016,December,7,28,1,1,2,0.0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,C,E,0,No Deposit,35.0,,0,Transient,94.39,0,2,Canceled,2017-03-21
City Hotel,0,114,2017,September,35,9,1,9,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.55,0,4,Check-Out,2017-01-01
Resort Hotel,0,104,2017,October,25,16,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,1,Refundable,36.0,,0,Transient,110.18,1,2,Check-Out,2016-03-20
Resort Hotel,0,6,2017,March,14,14,1,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,23.0,,0,Transient,96.27,0,0,Check-Out,2016-01-14
Resort Hotel,0,18,2017,November,14,10,0,7,2,2.0,0,SC,USA,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,25.0,,0,Transient-Party,41.85,0,1,Check-Out,2016-03-14
City Hotel,0,10,2016,July,3,18,1,4,2,0.0,0,SC,USA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,154.04,0,1,Check-Out,2016-12-31
City Hotel,0,57,2016,October,45,16,1,1,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient,72.84,0,5,Check-Out,2017-11-30
Resort Hotel,0,2,2016,October,44,24,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,38.0,,0,Transient,0.0,0,1,Check-Out,2017-06-26
Resort Hotel,0,10,2017,February,29,1,1,1,2,0.0,1,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,31.0,,0,Transient-Party,93.88,0,3,Check-Out,2017-07-23
City Hotel,0,71,2016,February,19,7,2,3,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,1,0,1,E,A,1,No Deposit,11.0,,0,Transient,115.38,0,0,Check-Out,2017-04-23
City Hotel,1,12,2016,January,12,17,1,3,4,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,2.0,,0,Transient,141.15,0,0,Canceled,2017-10-14
City Hotel,0,103,2017,August,16,17,0,5,4,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,104.0,0,Transient,107.7,0,0,Check-Out,2016-02-01
City Hotel,0,9,2016,November,49,26,2,1,2,0.0,0,SC,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,33.0,,0,Transient,101.91,0,1,Check-Out,2016-01-08
City Hotel,0,192,2017,January,5,19,2,8,1,0.0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,21.0,,0,Contract,105.23,0,2,Check-Out,2016-05-10
City Hotel,0,20,2015,February,43,1,1,0,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,F,B,0,No Deposit,20.0,,0,Transient,66.65,0,0,Check-Out,2017-07-13
City Hotel,0,23,2016,June,16,14,0,9,2,0.0,0,SC,FRA,Online TA,Direct,0,0,1,A,A,1,No Deposit,36.0,,0,Transient,82.96,0,1,Check-Out,2016-03-19
Resort Hotel,0,0,2016,May,14,24,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,Non Refund,19.0,,0,Transient,137.88,0,1,Check-Out,2016-02-08
City Hotel,1,109,2017,February,43,25,0,4,2,1.0,0,BB,GBR,Online TA,Corporate,0,0,0,E,E,0,No Deposit,19.0,,0,Transient,75.6,0,4,Canceled,2016-10-19
City Hotel,1,49,2017,August,50,23,3,8,2,0.0,0,FB,BRA,Aviation,Direct,0,0,0,C,C,1,No Deposit,3.0,,0,Transient,104.84,0,0,Canceled,2016-09-21
City Hotel,0,354,2016,November,52,14,1,6,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,33.0,,0,Transient,79.37,0,1,Check-Out,2017-01-09
City Hotel,0,10,2016,March,14,3,1,0,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient,70.13,0,1,Check-Out,2016-11-24
City Hotel,0,153,2015,January,31,6,2,6,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,0,Transient,90.25,0,0,Check-Out,2016-08-01
City Hotel,0,16,2017,March,16,24,2,5,2,0.0,0,SC,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,90.97,0,0,Check-Out,2017-02-20
City Hotel,1,78,2017,March,11,10,0,9,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,92.35,1,0,Canceled,2017-04-11
City Hotel,0,30,2017,June,21,22,3,5,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,1,E,E,0,No Deposit,1.0,,0,Transient-Party,111.14,0,2,Check-Out,2016-06-01
Resort Hotel,0,54,2016,February,4,2,1,9,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,29.0,103.0,0,Transient,12.86,1,0,Check-Out,2016-01-23
City Hotel,0,11,2016,May,9,14,3,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,23.0,,0,Transient-Party,79.83,0,0,Check-Out,2016-01-04
Resort Hotel,0,85,2016,February,31,27,3,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,123.6,0,1,Check-Out,2016-03-19
Resort Hotel,1,42,2015,September,36,7,2,5,2,0.0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,161.41,0,1,Canceled,2016-11-07
Resort Hotel,1,0,2015,June,15,1,0,9,2,0.0,0,FB,GBR,Aviation,TA/TO,0,0,1,E,E,0,Non Refund,13.0,,0,Transient,44.63,0,0,Canceled,2016-03-01
City Hotel,0,26,2015,January,29,9,2,0,1,0.0,0,BB,USA,Online TA,Corporate,0,1,0,A,A,0,No Deposit,16.0,,0,Transient,49.31,0,2,Check-Out,2016-02-14
City Hotel,0,0,2015,January,40,2,0,3,2,0.0,0,HB,GBR,Direct,Corporate,1,0,0,B,B,0,No Deposit,13.0,,0,Transient,108.36,0,1,Check-Out,2017-02-19
City Hotel,0,13,2017,June,47,18,3,0,2,0.0,0,SC,IRL,Online TA,Direct,0,0,0,G,G,0,No Deposit,18.0,,0,Transient,144.24,0,0,Check-Out,2017-08-01
Resort Hotel,1,138,2016,August,30,6,3,8,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,35.0,,0,Transient-Party,64.24,0,2,Canceled,2016-01-27
City Hotel,0,32,2017,March,13,7,3,5,3,0.0,0,SC,PRT,Online TA,Direct,0,0,1,A,A,0,No Deposit,22.0,,0,Transient,16.9,0,1,Check-Out,2016-01-20
Resort Hotel,1,106,2017,April,38,17,3,7,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,F,F,0,No Deposit,32.0,,0,Transient,109.12,0,1,Canceled,2016-06-23
City Hotel,0,116,2016,August,9,10,0,9,1,1.0,0,HB,,Offline TA/TO,TA/TO,0,0,1,A,A,1,Non Refund,24.0,119.0,0,Transient,59.75,0,4,Check-Out,2017-06-26
Resort Hotel,0,1,2016,June,8,19,0,8,1,2.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,D,D,0,No Deposit,12.0,,0,Transient,169.53,1,0,Check-Out,2017-11-21
City Hotel,0,220,2017,February,19,27,2,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,93.03,0,2,Check-Out,2016-11-14
City Hotel,0,39,2015,May,18,27,2,9,1,0.0,0,FB,GBR,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,8.0,,0,Transient,45.73,0,3,Check-Out,2016-07-30
City Hotel,0,125,2016,March,8,21,3,4,3,0.0,0,BB,GBR,Online TA,Direct,0,1,0,D,D,0,No Deposit,39.0,,0,Transient,58.19,0,0,Check-Out,2016-01-30
City Hotel,1,38,2016,December,3,28,2,9,2,0.0,0,SC,FRA,Direct,TA/TO,1,1,1,B,B,0,No Deposit,39.0,,0,Transient,104.74,0,1,Canceled,2016-06-23
City Hotel,1,34,2017,October,50,21,3,9,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,83.09,0,1,Canceled,2016-08-23
City Hotel,0,114,2017,April,36,2,1,2,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,102.64,0,1,Check-Out,2017-01-22
City Hotel,1,210,2017,March,38,27,0,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,229.61,0,1,Canceled,2016-01-21
City Hotel,0,64,2017,February,4,16,0,6,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,C,E,0,No Deposit,25.0,,0,Contract,50.99,0,1,Check-Out,2016-01-05
City Hotel,1,1,2016,September,42,1,1,7,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,18.0,,0,Transient,132.0,0,1,Canceled,2016-02-25
Resort Hotel,0,54,2017,December,19,18,0,1,2,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,1,No Deposit,35.0,132.0,0,Transient-Party,157.69,0,0,Check-Out,2016-04-11
City Hotel,0,26,2017,April,39,7,2,5,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,,,0,Transient,151.77,0,3,Check-Out,2016-12-16
City Hotel,1,61,2016,August,26,15,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,1,1,A,B,0,No Deposit,19.0,133.0,0,Transient-Party,52.77,0,0,Canceled,2017-07-20
City Hotel,0,41,2017,March,13,19,1,8,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,102.82,0,1,Check-Out,2016-09-09
City Hotel,0,20,2017,December,14,1,2,8,2,0.0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,33.25,0,1,Check-Out,2016-06-07
City Hotel,0,3,2016,April,8,13,2,5,1,0.0,0,SC,CN,Direct,TA/TO,1,0,0,A,A,0,No Deposit,18.0,,0,Transient,133.51,0,0,Check-Out,2017-10-04
City Hotel,0,1,2015,February,44,2,0,1,1,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,77.26,0,0,Check-Out,2016-04-14
Resort Hotel,1,96,2016,November,23,4,1,6,1,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,26.0,,0,Transient,112.95,0,0,Canceled,2017-01-21
City Hotel,0,35,2017,December,41,6,3,4,2,2.0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,32.0,,0,Transient,159.77,0,1,Check-Out,2016-02-29
Resort Hotel,0,212,2015,May,44,22,1,7,1,0.0,0,BB,IRL,Online TA,Corporate,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,108.9,0,1,Check-Out,2017-03-18
City Hotel,0,257,2016,November,9,12,3,0,4,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,B,B,1,No Deposit,2.0,,0,Transient,108.12,0,0,Check-Out,2016-11-09
City Hotel,0,104,2016,March,18,2,1,4,3,0.0,0,BB,ESP,Direct,TA/TO,0,0,0,D,D,2,No Deposit,26.0,,0,Transient-Party,88.24,0,4,Check-Out,2017-05-08
City Hotel,0,69,2017,April,7,21,1,3,1,0.0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,1,Non Refund,19.0,,103,Transient-Party,154.81,1,1,Check-Out,2017-09-22
City Hotel,1,24,2017,July,1,16,3,9,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,23.0,,0,Transient,73.52,0,2,Canceled,2017-10-02
City Hotel,1,46,2017,August,52,4,1,2,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,12.0,,0,Transient-Party,117.69,0,2,Canceled,2016-07-05
Resort Hotel,0,64,2016,May,35,16,3,9,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,124.52,0,0,Check-Out,2016-01-04
Resort Hotel,0,171,2015,October,24,7,2,9,1,0.0,0,Undefined,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,6.0,107.0,0,Transient,132.71,0,1,Check-Out,2017-01-08
City Hotel,0,80,2017,October,11,18,3,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,24.0,,13,Transient,112.97,0,5,Check-Out,2016-05-22
City Hotel,0,22,2015,February,31,27,3,1,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,54.06,0,0,Check-Out,2017-06-18
City Hotel,0,39,2016,December,29,9,3,2,1,0.0,0,BB,NLD,Corporate,TA/TO,0,0,1,D,D,0,No Deposit,6.0,,0,Transient,98.99,0,4,Check-Out,2017-07-30
City Hotel,1,260,2017,February,12,21,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,2,0,C,C,1,No Deposit,18.0,,0,Transient,24.31,0,3,Canceled,2016-03-11
City Hotel,1,19,2016,July,1,1,3,7,2,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,26.0,,0,Transient,88.01,0,0,Canceled,2016-01-04
City Hotel,0,110,2016,June,25,12,0,7,2,0.0,0,SC,BEL,Direct,TA/TO,0,1,0,E,E,0,No Deposit,18.0,,0,Contract,128.29,0,1,Check-Out,2017-03-24
Resort Hotel,0,13,2017,June,27,25,1,3,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,29.0,,0,Transient,144.12,0,1,Check-Out,2016-02-17
City Hotel,0,15,2017,February,42,3,1,7,2,0.0,0,BB,FRA,Groups,TA/TO,0,2,0,A,A,0,No Deposit,39.0,,0,Transient,70.83,0,1,Check-Out,2016-02-20
City Hotel,1,182,2016,May,21,27,0,5,3,0.0,0,BB,PRT,Corporate,TA/TO,0,0,1,D,D,0,No Deposit,14.0,,176,Transient,191.79,0,0,Canceled,2017-08-12
Resort Hotel,0,48,2016,January,6,3,3,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,33.0,118.0,0,Transient,30.24,0,1,Check-Out,2016-06-24
Resort Hotel,1,52,2015,December,46,14,3,0,2,0.0,0,SC,GBR,Direct,TA/TO,1,2,1,C,C,0,No Deposit,10.0,,0,Transient,120.64,0,0,Canceled,2017-06-26
City Hotel,0,31,2016,February,22,6,2,1,2,0.0,0,HB,DEU,Direct,TA/TO,0,0,0,F,F,0,No Deposit,24.0,,0,Transient,125.08,0,0,Check-Out,2017-06-21
City Hotel,0,37,2016,June,38,1,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Contract,125.88,0,0,Check-Out,2016-12-17
Resort Hotel,0,46,2016,March,3,10,2,3,2,0.0,0,BB,FRA,Online TA,Corporate,0,0,1,F,F,0,No Deposit,37.0,136.0,0,Transient,117.9,0,0,Check-Out,2016-05-08
Resort Hotel,0,20,2017,March,2,17,1,9,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,18.0,122.0,0,Transient,103.82,0,2,Check-Out,2016-01-23
City Hotel,0,17,2015,May,2,21,2,8,2,0.0,0,BB,PRT,Aviation,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient,176.34,0,1,Check-Out,2017-11-30
Resort Hotel,1,123,2016,December,42,9,3,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,53.49,0,0,Canceled,2017-01-09
City Hotel,0,31,2015,June,13,14,1,4,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,1,Refundable,27.0,,0,Transient,85.63,0,3,Check-Out,2016-11-04
Resort Hotel,0,49,2016,December,42,6,1,7,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient-Party,105.62,0,0,Check-Out,2017-04-20
City Hotel,1,254,2015,October,50,21,0,1,1,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,94.03,0,3,Canceled,2016-08-16
City Hotel,0,2,2015,June,35,5,3,8,2,2.0,0,SC,GBR,Online TA,Direct,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,58.5,0,1,Check-Out,2016-01-22
City Hotel,0,24,2017,November,52,25,2,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,35.0,,0,Transient,127.85,0,1,Check-Out,2016-10-21
City Hotel,0,58,2017,May,49,6,2,1,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,111.82,0,3,Check-Out,2016-10-14
City Hotel,0,163,2017,July,38,19,1,5,1,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,B,B,1,Non Refund,5.0,,0,Transient-Party,176.24,0,3,Check-Out,2016-02-27
City Hotel,0,124,2016,September,42,10,0,2,2,0.0,0,SC,IRL,Corporate,Corporate,0,0,0,B,B,0,No Deposit,15.0,129.0,0,Transient,137.28,0,1,Check-Out,2016-09-25
City Hotel,0,171,2017,August,32,28,3,6,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,4.0,,0,Transient,149.54,0,0,Check-Out,2016-03-26
City Hotel,0,25,2017,October,12,8,3,3,2,0.0,0,HB,ITA,Offline TA/TO,Corporate,0,1,1,D,C,0,No Deposit,2.0,,0,Transient-Party,147.81,0,4,Check-Out,2017-05-19
Resort Hotel,0,62,2016,February,6,27,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,16.0,118.0,0,Transient,55.26,0,0,Check-Out,2016-09-21
Resort Hotel,1,207,2015,June,20,24,3,8,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,1,E,E,0,Refundable,21.0,,0,Transient-Party,86.1,0,0,Canceled,2016-05-21
City Hotel,0,145,2017,August,25,14,2,1,1,0.0,0,BB,PRT,Aviation,TA/TO,0,0,0,G,G,0,No Deposit,37.0,,0,Transient,87.4,0,1,Check-Out,2017-06-19
City Hotel,0,55,2017,April,19,14,2,4,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,16.0,127.0,0,Transient-Party,151.92,0,2,Check-Out,2016-07-29
City Hotel,1,7,2016,November,6,10,0,1,2,0.0,0,HB,DEU,Groups,Direct,0,0,0,A,G,0,Non Refund,34.0,,0,Transient-Party,109.59,0,1,Canceled,2016-01-02
Resort Hotel,1,69,2016,April,27,12,2,1,2,0.0,0,BB,BEL,Complementary,TA/TO,0,0,1,E,E,0,No Deposit,26.0,,0,Transient,103.52,1,2,Canceled,2016-07-31
City Hotel,0,1,2016,April,26,14,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,20.0,,0,Transient,100.46,0,0,Check-Out,2016-04-17
City Hotel,0,133,2016,April,50,5,0,2,1,0.0,0,BB,USA,Groups,Corporate,0,0,0,B,B,0,No Deposit,2.0,,119,Transient-Party,151.69,0,2,Check-Out,2017-05-02
Resort Hotel,1,215,2017,September,50,10,1,4,2,0.0,0,SC,ESP,Groups,TA/TO,0,0,0,G,G,0,No Deposit,35.0,,0,Transient-Party,58.86,0,1,Canceled,2016-03-25
Resort Hotel,0,109,2016,February,33,25,0,4,2,0.0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,105.38,0,0,Check-Out,2016-05-07
City Hotel,0,25,2017,February,45,28,3,1,2,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,C,C,0,No Deposit,9.0,,0,Transient,170.82,0,0,Check-Out,2016-11-15
Resort Hotel,0,52,2017,October,17,2,0,0,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient,126.82,0,1,Check-Out,2017-03-10
City Hotel,0,57,2015,March,51,21,3,0,2,0.0,0,FB,ESP,Online TA,Direct,0,0,0,A,D,0,No Deposit,31.0,,0,Transient,87.14,0,1,Check-Out,2016-10-19
Resort Hotel,0,34,2017,February,49,7,0,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,34.0,,0,Transient-Party,116.27,0,2,Check-Out,2017-09-05
City Hotel,0,164,2017,April,7,19,3,9,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,1,C,C,1,Non Refund,30.0,,0,Transient,38.66,0,1,Check-Out,2017-03-11
City Hotel,1,34,2016,May,37,18,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,73.84,0,0,Canceled,2017-11-11
City Hotel,0,154,2016,January,24,25,3,0,1,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient,89.88,0,1,Check-Out,2016-08-16
City Hotel,0,63,2017,November,14,20,2,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,18.0,,0,Transient,54.45,0,1,Check-Out,2017-01-04
Resort Hotel,0,10,2016,February,22,24,1,7,2,0.0,0,HB,ESP,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,23.0,,0,Transient,134.56,0,0,Check-Out,2016-05-03
City Hotel,0,173,2015,May,48,23,0,7,1,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,23.0,,0,Transient,51.1,0,1,Check-Out,2017-11-29
Resort Hotel,0,55,2016,March,49,19,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,23.0,,0,Transient,157.41,0,1,Check-Out,2017-03-27
Resort Hotel,1,8,2016,April,18,12,2,8,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,1,A,A,0,No Deposit,30.0,,0,Transient,128.13,0,1,Canceled,2017-03-02
City Hotel,1,173,2017,January,25,10,3,6,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,24.0,,0,Transient,74.62,0,0,Canceled,2017-04-20
Resort Hotel,0,119,2015,December,27,10,1,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,81.01,0,0,Check-Out,2017-10-11
City Hotel,0,25,2016,December,39,11,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,103.59,0,1,Check-Out,2017-02-10
